"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL3084831";"";"None";"576.72";"1";"1.11";"2g";"CCCCOC(=O)C(=O)C(NC(=O)[C@@H]1CC[C@H]2CN(S(=O)(=O)Cc3ccccc3)CC(=O)N21)[C@H]1CC[C@H](N)CC1";"IC50";"'='";"550.0";"nM";"6.26";"";"";"UO_0000065";"10.85";"0.21";"5.15";"4.01";"0";"CHEMBL820683";"In vitro activity against human alpha trypsin was determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133798";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";""
"CHEMBL93657";"";"None";"350.38";"0";"1.39";"9";"N=C(N)c1ccc(NC(=O)C2CC(c3cccc(C(=N)N)c3)=NO2)cc1";"Ki";"'='";"700.0";"nM";"6.16";"";"";"UO_0000065";"17.57";"0.32";"4.76";"4.09";"0";"CHEMBL879096";"The compound was evaluated for inhibitory activity against Trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129218";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";""
"CHEMBL330369";"";"None";"388.52";"0";"0.11";"11";"NC(N)=NCCCCCNC(=O)[C@@H]1CCCN1C(=O)[C@H](N)Cc1ccccc1";"K ass";"'='";"2700.0";"l M-1";"";"";"";"";"";"";"";"";"0";"CHEMBL818180";"In vitro inhibitory potency against trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128086";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";""
"CHEMBL351865";"";"None";"622.79";"1";"3.96";"1d";"Cc1c(C)c(S(=O)(=O)NNC(=O)NC(Cc2ccc3c(N)nccc3c2)C(=O)N2CCCCC2)c(C)c2c1OC(C)(C)CC2";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL816974";"Compound was tested for inhibitory activity against trypsin; ND=Not determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132055";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";""
"CHEMBL18225";"";"None";"720.65";"0";"2.67";"10";"COC(=O)[C@@H]1CN(Cc2ccc(-c3ccccc3S(N)(=O)=O)cc2)C[C@H]1c1cccc(C(=N)N)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F";"Ki";"'='";"63.0";"nM";"7.20";"";"";"UO_0000065";"14.62";"0.28";"4.53";"5.16";"0";"CHEMBL818183";"Binding affinity against trypsin in an enzyme inhibition assay.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131683";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";""
"CHEMBL41267";"";"None";"462.53";"0";"-0.42";"2";"N=C(N)N1CCC[C@H](NC(=O)Cn2cccc(NS(=O)(=O)Cc3ccccc3)c2=O)C1O";"IC50";"'='";"26.2";"nM";"7.58";"";"";"UO_0000065";"16.39";"0.32";"8.00";"4.44";"0";"CHEMBL818173";"Inhibitory concentration required to inhibit human trypsin enzyme was determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130457";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";""
"CHEMBL134068";"";"None";"480.61";"0";"4.53";"10";"CCC(NC(=O)c1ccccc1)C(C)(C)C(=O)OC(=O)C(C)(C)C(CC)NC(=O)c1ccccc1";"IC50";"'='";"2200.0";"nM";"5.66";"";"";"UO_0000065";"11.77";"0.22";"1.13";"5.57";"0";"CHEMBL762426";"Inhibitory activity against porcine pancreatic trypsin (TRP)";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132518";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";""
"CHEMBL44113";"";"None";"419.49";"0";"2.51";"10c";"COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2c[nH]cn2)cc1";"Ki";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"16.14";"0.30";"4.26";"5.05";"0";"CHEMBL817811";"In vitro inhibitory potency against Trypsin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135155";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";""
"CHEMBL2373559";"";"None";"536.49";"None";"None";"21";"CC1(C)[C@@H]2C[C@H]3OB([C@H](CCCCN)NC(=O)Cn4nc(CNC=O)nc4Cc4ccccc4)O[C@@]3(C)[C@H]1C2";"Ki";"'='";"6.6";"nM";"8.18";"";"";"UO_0000065";"15.25";"None";"None";"None";"0";"CHEMBL811614";"Inhibition of trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130774";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";""
"CHEMBL165196";"";"None";"567.76";"1";"3.15";"34";"O=C(NCC1CCc2ncncc2C1)[C@@H]1CCCN1C(=O)[C@@H](CC1CCCCC1)NS(=O)(=O)Cc1ccccc1";"Ki";"'='";"342000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL817808";"In vitro inhibitory activity against Trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136607";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL606961";"";"None";"648.57";"None";"None";"11";"CC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCn1ccnc1[N+](=O)[O-])B1O[C@@H]2CC3CC(C3(C)C)[C@]2(C)O1";"Ki";"'>'";"1200.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL812715";"Tested for selectivity against trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129866";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";""
"CHEMBL167053";"";"None";"465.58";"0";"0.80";"27";"COCCOC(=O)C(CCCN=C(N)N)NS(=O)(=O)c1cccc2c(N(C)C)cccc12";"Relative hydrolysis";"'='";"0.49";"";"";"";"";"";"";"";"";"";"0";"CHEMBL813731";"Rate of hydrolysis by trypsin relative to TAME";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1121483";"1";"Scientific Literature";"J Med Chem";"1980";"None";"";"";""
"CHEMBL294121";"";"None";"486.00";"0";"2.66";"7a";"CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4cc(Cl)ccc4[nH]3)CC2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL817886";"In vitro inhibitory activity against trypsin was determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137970";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL166536";"";"None";"564.51";"1";"4.06";"27";"CC(C)(C)OC(=O)N[C@H](Cc1ccc(Cl)c(Cl)c1)C(=O)N1CCC[C@H]1C(=O)NCC1CCc2n[nH]cc2C1";"Ki";"'>'";"68300.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL817808";"In vitro inhibitory activity against Trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136607";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL317059";"";"None";"502.40";"1";"2.87";"17";"O=C1Cn2c(Cl)cnc(c2=O)N[C@@H](Cc2ccccc2)CNCCOc2ccc(Cl)cc2CN1";"Ki";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL817819";"Inhibitory activity against trypsin; Not determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136169";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL327421";"";"None";"509.05";"1";"2.36";"31";"O=C1Cn2c(Cl)cnc(c2=O)N[C@@H](Cc2ccccc2)CNCCCNCCc2ccccc2CN1";"Ki";"'='";"2100.0";"nM";"5.68";"";"";"UO_0000065";"11.15";"0.22";"3.32";"5.67";"0";"CHEMBL817817";"Inhibitory activity against human trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136169";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL607008";"";"None";"496.81";"None";"None";"DuP-714";"CC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)B(O)O.Cl";"Ki";"'='";"0.045";"nM";"10.35";"";"";"UO_0000065";"22.48";"None";"None";"None";"0";"CHEMBL812715";"Tested for selectivity against trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129866";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";""
"CHEMBL418965";"";"None";"544.48";"1";"4.04";"20";"O=C1Cn2c(Cl)cnc(c2=O)N[C@@H](Cc2ccccc2)CNCCCCCOc2ccc(Cl)cc2CN1";"Ki";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"13.03";"0.26";"3.06";"7.30";"0";"CHEMBL817817";"Inhibitory activity against human trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136169";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL93151";"";"None";"479.97";"0";"2.02";"1w";"N=C(N)c1ccc(O)c(CN2CC[C@H](NS(=O)(=O)c3cc4ccnc(Cl)c4s3)C2=O)c1";"Ki";"'>'";"2900.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL817137";"Binding affinity against trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131988";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";""
"CHEMBL79467";"";"None";"402.50";"0";"-0.66";"alpha (S)-CVS 1897";"N=C(N)N1CCC[C@H](NC(=O)CN2CCC[C@@](N)(Cc3ccccc3)C2=O)[C@@H]1O";"IC50";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"13.92";"0.26";"6.26";"3.77";"0";"CHEMBL821313";"In vitro inhibitory activity was evaluated against human trypsin cleavage of the chromogenic substrate";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130963";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";""
"CHEMBL436454";"";"None";"602.80";"1";"3.93";"6";"NC1CCC(CNC(=O)[C@@H]2CCCN2C(=O)C(NS(=O)(=O)Cc2ccccc2)C(c2ccccc2)c2ccccc2)CC1";"Ki";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"13.93";"0.27";"4.47";"6.91";"0";"CHEMBL819274";"Binding affinity towards trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129964";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL282028";"";"None";"429.43";"0";"1.44";"NC16";"Cc1cnc(NCC(F)(F)c2ccccc2)c(=O)n1CC(=O)NCc1cnc(N)cn1";"Ki";"";"";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL817810";"In vitro inhibitory constant against trypsin; Inactive";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136066";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";""
"CHEMBL136215";"";"None";"465.51";"0";"3.09";"76";"N=C(N)c1ccc2[nH]cc(CC(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3F)c2c1";"Ki";"'='";"270.0";"nM";"6.57";"";"";"UO_0000065";"14.11";"0.27";"3.48";"4.24";"0";"CHEMBL818182";"Binding affinity against human trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133520";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";""
"CHEMBL542712";"";"None";"368.83";"1";"1.60";"2";"Cl.N=C(N)c1ccc2[nH]c(Cc3nc4cc(C(=N)N)ccc4[nH]3)nc2c1";"Selectivity";"'='";"1.3";"";"";"";"";"";"";"";"";"";"0";"CHEMBL852089";"Ratio of Ki value trypsin to that of Ki value of tryptase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145070";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL74418";"";"None";"848.90";"2";"-0.24";"1d";"CN(CC(=O)N[C@@H](Cc1ccccc1)C(=O)C(=O)NCC(=O)NCCc1ccccc1)C(=O)[C@@H](CCCN=C(N)N)NS(=O)(=O)Cc1ccccc1.O=C(O)C(F)(F)F";"IC50";"";"";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL820679";"In vitro inhibitory activity against Human trypsin; inactive";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132777";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";""
"CHEMBL349430";"";"None";"405.50";"0";"2.41";"6";"Cc1nc(N)ccc1CNC(=O)Cn1c(C)ccc(NCCc2ccccc2)c1=O";"Ki";"'='";"4300.0";"nM";"5.37";"";"";"UO_0000065";"13.23";"0.24";"2.96";"5.26";"0";"CHEMBL816554";"Binding affinity towards trypsin was evaluated";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130777";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";""
"CHEMBL423656";"";"None";"475.52";"0";"4.66";"5a";"CC(=N)N1CCC(Oc2ccc(NC/C=C/c3cc(C(=N)N)ccc3O)cc2C(F)(F)F)CC1";"Ratio";"'='";"2000.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL818029";"The selectivity ratio for Trypsin and Coagulation factor Xa was determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135303";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";""
"CHEMBL165875";"";"None";"361.33";"0";"1.92";"11";"CN(c1nc2ccccc2c(=O)o1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL818263";"In vitro for inhibition of purified bovine trypsin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132071";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";""
"CHEMBL143421";"";"None";"407.48";"0";"1.20";"7";"Cc1nc(N)ccc1CNC(=O)Cn1c(C)cnc(NCCc2ccncc2)c1=O";"Ki";"'='";"4600.0";"nM";"5.34";"";"";"UO_0000065";"13.10";"0.24";"4.14";"4.18";"0";"CHEMBL815470";"Inhibitory constant against human trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145961";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL81643";"";"None";"459.59";"0";"1.42";"5";"N=C(N)N1CCC(OCCC2CCCCN2C(=O)[C@@H](Cc2ccccc2)NCC(=O)O)CC1";"Ki";"'='";"7900.0";"nM";"5.10";"";"";"UO_0000065";"11.10";"0.21";"3.68";"3.87";"0";"CHEMBL817823";"In vitro inhibition of human trypsin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135990";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";""
"CHEMBL84536";"";"None";"673.84";"1";"2.73";"16";"COc1ccc(CCCN2CC(=O)N(CC(=O)N[C@@H](CC3CCCN(C(=N)N)C3)C(=O)c3nccs3)[C@H](Cc3ccccc3)C2=O)cc1";"IC50";"'='";"14000.0";"nM";"4.85";"";"";"UO_0000065";"7.20";"0.14";"2.12";"3.00";"0";"CHEMBL818172";"Inhibitory concentration required against trypsin was determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132099";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";""
"CHEMBL156702";"";"None";"352.44";"0";"2.53";"1";"COC(=O)CC(CCc1ccc(C(=N)N)cc1)c1cccc(C(=N)N)c1";"Ki";"'='";"99.0";"nM";"7.00";"";"";"UO_0000065";"19.87";"0.37";"4.47";"5.56";"0";"CHEMBL811612";"In vitro inhibition of trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131205";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL346117";"";"None";"483.55";"1";"0.20";"13";"N=C(N)c1ccc(CNC(=O)CNC(=O)[C@@H](CO)NS(=O)(=O)c2ccc3ccccc3c2)cc1";"Ki";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"11.88";"0.23";"5.54";"3.29";"0";"CHEMBL811611";"In vitro inhibition of trypsin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135855";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";""
"CHEMBL19075";"";"None";"720.65";"0";"2.67";"21";"COC(=O)[C@H]1CN(Cc2ccc(-c3ccccc3S(N)(=O)=O)cc2)C[C@H]1c1cccc(C(=N)N)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F";"Ki";"'>'";"1600.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL818183";"Binding affinity against trypsin in an enzyme inhibition assay.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131683";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";""
"CHEMBL93549";"";"None";"603.75";"1";"2.03";"1d";"COc1ccc2ccc(S(=O)(=O)NC(Cc3cc4c(N)nccc4s3)C(=O)N3CCN(S(C)(=O)=O)CC3)cc2c1";"IC50";"'='";"18000.0";"nM";"4.75";"";"";"UO_0000065";"7.86";"0.16";"2.71";"3.12";"0";"CHEMBL817900";"In vitro trypsin inhibition";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131999";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";""
"CHEMBL85282";"";"None";"538.63";"1";"-1.18";"1a alpha-(R)";"CCOC(=O)[C@]1(NS(=O)(=O)Cc2ccccc2)CCCN(CC(=O)N[C@H]2CCCN(C(=N)N)[C@@H]2O)C1=O";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"16.15";"0.32";"9.88";"4.46";"0";"CHEMBL821313";"In vitro inhibitory activity was evaluated against human trypsin cleavage of the chromogenic substrate";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130963";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";""
"CHEMBL3642860";"";"None";"403.39";"0";"0.52";"BDBM109586";"CC(Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2)o1)C(=O)N[C@@H](CO)C(=O)O";"Ki";"'='";"1.13";"nM";"8.95";"";"230081";"UO_0000065";"22.18";"0.42";"8.43";"5.09";"0";"CHEMBL3705715";"Inhibition Assay: Inhibition assay using human trysin.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638962";"37";"BindingDB Patent Bioactivity Data";"";"2013";"None";"";"";""
"CHEMBL3642872";"";"None";"429.43";"0";"1.01";"BDBM109598";"CC(Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2)o1)C(=O)N1C[C@H](O)C[C@@H]1C(=O)O";"Ki";"'='";"1.88";"nM";"8.73";"";"230093";"UO_0000065";"20.32";"0.38";"7.72";"5.22";"0";"CHEMBL3705715";"Inhibition Assay: Inhibition assay using human trysin.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638962";"37";"BindingDB Patent Bioactivity Data";"";"2013";"None";"";"";""
"CHEMBL45000";"";"None";"429.52";"0";"3.79";"9a";"COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2ccccc2)cc1";"Ratio";"'='";"13.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL824711";"Ratio of trypsin to that of human Coagulation factor Xa was evaluated";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135154";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";""
"CHEMBL20766";"";"None";"556.66";"2";"5.86";"48";"Cc1cc(C(=O)Nc2ccc(-c3ccccc3CN(C)C)cc2F)n(-c2cc3ccccc3cc2S(C)(=O)=O)n1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL878979";"Inhibitory concentration of compound was determined against trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149220";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL131747";"";"None";"576.69";"2";"5.70";"19";"O=C(CC(CCc1ccccc1)NC(=O)c1ccccc1)OC(=O)CC(CCc1ccccc1)NC(=O)c1ccccc1";"IC50";"'>'";"1000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL762426";"Inhibitory activity against porcine pancreatic trypsin (TRP)";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132518";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";""
"CHEMBL351846";"";"None";"459.53";"0";"2.93";"28";"N=C(N)c1cccc(C(=O)N[C@@H](C(=O)N2CCN(c3ccc(F)cc3)CC2)c2ccccc2)c1";"Ki";"'='";"1260.0";"nM";"5.90";"";"";"UO_0000065";"12.84";"0.24";"2.97";"5.75";"0";"CHEMBL818185";"Binding affinity against human trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134227";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";""
"CHEMBL1184021";"";"None";"521.60";"1";"2.82";"70";"CCOCC1(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)CC(c2cccc(C(=N)N)c2)=NO1";"Ki";"'='";"86.0";"nM";"7.07";"";"";"UO_0000065";"13.55";"0.26";"4.25";"4.16";"0";"CHEMBL824706";"Binding affinity towards trypsin obtained from human purified enzymes";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132652";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";""
